id,employee_id,review_cycle,rating,score,strengths,improvement_areas,manager_comments,reviewer_name,review_date,is_final
803,322,FY2021-22,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Jagdish Patel,2025-03-20T05:04:38.196464,True
804,322,FY2024-25,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Meera Pandey,2025-02-02T05:04:38.196473,True
805,322,FY2023-24,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Nikhil Joshi,2024-09-20T05:04:38.196484,True
806,323,FY2021-22,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Kailash Sen,2026-06-02T05:04:38.196495,True
807,323,FY2023-24,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Rahul Mukherjee,2025-12-17T05:04:38.196504,True
808,323,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aarav Dubey,2026-03-03T05:04:38.196513,True
809,324,FY2021-22,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Dev Sharma,2026-02-24T05:04:38.196524,True
810,324,FY2022-23,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ananya Das,2026-04-10T05:04:38.196533,True
811,325,FY2021-22,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Chandan Banerjee,2026-01-18T05:04:38.196544,True
812,325,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Dev Tripathi,2026-02-22T05:04:38.196553,True
813,326,FY2025-26,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ashok Mehta,2025-02-17T05:04:38.196564,True
814,326,FY2022-23,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Karan Sinha,2026-03-24T05:04:38.196573,True
815,326,FY2021-22,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Alok Banerjee,2024-10-06T05:04:38.196585,True
816,327,FY2021-22,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Kiran Mishra,2025-05-13T05:04:38.196598,True
817,327,FY2025-26,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Neha Ghosh,2025-04-01T05:04:38.196607,True
818,328,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Tanvi Mehta,2026-02-20T05:04:38.196618,True
819,328,FY2023-24,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Abhishek Nair,2026-06-09T05:04:38.196627,True
820,329,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Tanvi Verma,2025-03-19T05:04:38.196638,True
821,329,FY2023-24,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sunita Chatterjee,2025-08-28T05:04:38.196647,True
822,329,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Bhaskar Prasad,2026-01-14T05:04:38.196656,True
823,330,FY2021-22,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Amit Chatterjee,2025-04-13T05:04:38.196667,True
824,330,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Dev Yadav,2026-05-23T05:04:38.196676,True
825,330,FY2022-23,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aniket Chatterjee,2024-08-20T05:04:38.196686,True
826,331,FY2024-25,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Pankaj Chatterjee,2024-10-15T05:04:38.196698,True
827,331,FY2025-26,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Deepa Ghosh,2025-01-11T05:04:38.196707,True
828,331,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Gopal Gupta,2026-04-11T05:04:38.196716,True
829,332,FY2022-23,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Pooja Rao,2025-07-02T05:04:38.196727,True
830,332,FY2021-22,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ganesh Banerjee,2026-06-19T05:04:38.196736,True
831,333,FY2021-22,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Chandan Choudhury,2025-04-30T05:04:38.196747,True
832,333,FY2022-23,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sandeep Chatterjee,2026-05-13T05:04:38.196756,True
833,333,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ganesh Mishra,2025-12-03T05:04:38.196765,True
834,334,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Neha Dubey,2025-01-21T05:04:38.196777,True
835,334,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Hemant Sen,2025-03-22T05:04:38.196787,True
836,334,FY2025-26,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Karan Mukherjee,2025-09-07T05:04:38.196797,True
837,335,FY2022-23,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Nikhil Yadav,2026-01-10T05:04:38.196808,True
838,335,FY2023-24,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Meera Sinha,2025-08-04T05:04:38.196817,True
839,335,FY2021-22,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Rahul Patel,2025-08-23T05:04:38.196826,True
840,336,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Nikhil Choudhury,2026-07-08T05:04:38.196860,True
841,336,FY2022-23,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Neha Sharma,2025-07-11T05:04:38.196885,True
842,337,FY2024-25,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Yash Pandey,2025-07-16T05:04:38.196903,True
843,337,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sanjay Choudhury,2026-02-22T05:04:38.196933,True
844,337,FY2021-22,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sandeep Das,2025-03-05T05:04:38.196971,True
845,338,FY2025-26,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ganesh Ghosh,2025-07-28T05:04:38.196991,True
846,338,FY2021-22,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Rahul Reddy,2025-03-13T05:04:38.197002,True
847,338,FY2023-24,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ganesh Patel,2026-01-18T05:04:38.197012,True
848,339,FY2021-22,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Hemant Yadav,2024-10-12T05:04:38.197026,True
849,339,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Jay Reddy,2025-09-11T05:04:38.197036,True
850,339,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Gopal Nair,2025-04-11T05:04:38.197045,True
851,340,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Vijay Mitra,2026-03-23T05:04:38.197057,True
852,340,FY2023-24,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Hemant Patel,2026-06-30T05:04:38.197067,True
853,341,FY2021-22,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Madhav Patel,2026-03-03T05:04:38.197079,True
854,341,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Alok Chatterjee,2024-10-31T05:04:38.197088,True
855,341,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Deepa Mishra,2024-11-07T05:04:38.197099,True
856,342,FY2021-22,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Dinesh Banerjee,2025-02-16T05:04:38.197111,True
857,342,FY2024-25,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Manish Joshi,2026-04-20T05:04:38.197121,True
858,342,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Chandan Yadav,2024-11-26T05:04:38.197130,True
859,343,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Abhishek Das,2025-01-17T05:04:38.197142,True
860,343,FY2023-24,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Kailash Chatterjee,2026-03-01T05:04:38.197152,True
861,343,FY2025-26,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Jyoti Dutta,2024-10-15T05:04:38.197161,True
862,344,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ganesh Nair,2025-11-30T05:04:38.197174,True
863,344,FY2024-25,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Bhaskar Das,2026-05-21T05:04:38.197183,True
864,345,FY2022-23,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ananya Sinha,2024-12-05T05:04:38.197195,True
865,345,FY2024-25,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Narendra Rao,2024-09-17T05:04:38.197207,True
866,346,FY2023-24,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Karan Sen,2025-06-30T05:04:38.197219,True
867,346,FY2025-26,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Jay Yadav,2025-10-21T05:04:38.197228,True
868,347,FY2023-24,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Deepa Das,2026-05-18T05:04:38.197239,True
869,347,FY2021-22,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aarav Gupta,2025-07-18T05:04:38.197249,True
870,348,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Pankaj Choudhury,2026-01-03T05:04:38.197260,True
871,348,FY2022-23,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aniket Roy,2025-09-22T05:04:38.197270,True
872,349,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Kiran Nair,2025-10-11T05:04:38.197281,True
873,349,FY2021-22,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Pooja Patel,2024-11-01T05:04:38.197290,True
874,350,FY2024-25,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Vijay Kumar,2025-11-15T05:04:38.197302,True
875,350,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ananya Choudhury,2026-04-27T05:04:38.197313,True
876,350,FY2021-22,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sunita Singh,2025-12-28T05:04:38.197323,True
877,351,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Kailash Sharma,2024-10-09T05:04:38.197334,True
878,351,FY2022-23,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Dev Mehta,2026-02-24T05:04:38.197343,True
879,351,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Hemant Dubey,2025-04-01T05:04:38.197353,True
880,352,FY2021-22,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Vikram Sinha,2026-06-13T05:04:38.197366,True
881,352,FY2024-25,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Chandan Kumar,2024-12-15T05:04:38.197375,True
882,353,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Manish Joshi,2024-09-13T05:04:38.197386,True
883,353,FY2021-22,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Hemant Banerjee,2026-04-02T05:04:38.197397,True
884,353,FY2022-23,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sita Roy,2024-12-04T05:04:38.197406,True
885,354,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Amit Bose,2025-10-17T05:04:38.197420,True
886,354,FY2021-22,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Deepa Sinha,2026-01-05T05:04:38.197429,True
887,355,FY2022-23,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Neha Banerjee,2026-02-24T05:04:38.197440,True
888,355,FY2025-26,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Rohan Roy,2025-05-05T05:04:38.197450,True
889,356,FY2025-26,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Jyoti Bose,2026-05-31T05:04:38.197461,True
890,356,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Madhav Sen,2025-11-16T05:04:38.197471,True
891,357,FY2024-25,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Rahul Nair,2024-11-18T05:04:38.197483,True
892,357,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sita Dubey,2025-05-21T05:04:38.197492,True
893,358,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aditya Chatterjee,2025-08-21T05:04:38.197504,True
894,358,FY2025-26,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aditya Banerjee,2024-09-11T05:04:38.197513,True
895,359,FY2024-25,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sunita Mitra,2025-04-21T05:04:38.197527,True
896,359,FY2021-22,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ramesh Roy,2026-03-11T05:04:38.197537,True
897,359,FY2023-24,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Jay Chatterjee,2026-02-09T05:04:38.197546,True
898,360,FY2021-22,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Abhishek Joshi,2025-12-09T05:04:38.197558,True
899,360,FY2022-23,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Karan Das,2025-12-09T05:04:38.197567,True
900,361,FY2021-22,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Yash Sharma,2024-08-22T05:04:38.197579,True
901,361,FY2022-23,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Madhav Dutta,2026-01-23T05:04:38.197588,True
902,362,FY2021-22,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Pooja Banerjee,2024-10-29T05:04:38.197600,True
903,362,FY2022-23,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Narendra Verma,2025-12-24T05:04:38.197609,True
904,363,FY2021-22,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Alok Bose,2025-02-06T05:04:38.197621,True
905,363,FY2025-26,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Hari Pandey,2024-09-16T05:04:38.197631,True
906,363,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Vijay Roy,2026-01-13T05:04:38.197641,True
907,364,FY2022-23,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sanjay Chatterjee,2024-12-17T05:04:38.197653,True
908,364,FY2021-22,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Kiran Patel,2025-01-27T05:04:38.197663,True
909,365,FY2023-24,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Tanvi Sharma,2026-03-18T05:04:38.197675,True
910,365,FY2025-26,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Nikhil Yadav,2025-01-19T05:04:38.197685,True
911,366,FY2025-26,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Madhav Kumar,2025-04-05T05:04:38.197698,True
912,366,FY2023-24,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Tanvi Sinha,2026-02-20T05:04:38.197708,True
913,366,FY2024-25,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Abhishek Chatterjee,2025-06-02T05:04:38.197717,True
914,367,FY2023-24,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Karan Ghosh,2025-03-19T05:04:38.197729,True
915,367,FY2022-23,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aniket Banerjee,2025-07-18T05:04:38.197740,True
916,368,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Gopal Verma,2025-08-08T05:04:38.197753,True
917,368,FY2022-23,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Jagdish Verma,2026-03-10T05:04:38.197763,True
918,368,FY2025-26,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ritu Prasad,2024-11-02T05:04:38.197772,True
919,369,FY2021-22,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sunita Roy,2025-07-15T05:04:38.197784,True
920,369,FY2023-24,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sunita Reddy,2024-10-09T05:04:38.197794,True
921,370,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Karan Sharma,2025-12-22T05:04:38.197805,True
922,370,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Bhaskar Bose,2025-04-11T05:04:38.197815,True
923,371,FY2025-26,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Kailash Reddy,2026-06-24T05:04:38.197826,True
924,371,FY2022-23,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Madhav Chatterjee,2025-05-29T05:04:38.197836,True
925,372,FY2025-26,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Dinesh Yadav,2025-03-02T05:04:38.197849,True
926,372,FY2022-23,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Rajesh Ghosh,2024-10-06T05:04:38.197858,True
927,372,FY2024-25,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sunita Patel,2025-12-27T05:04:38.197867,True
928,373,FY2022-23,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Jagdish Banerjee,2026-03-13T05:04:38.197880,True
929,373,FY2025-26,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Vikram Chatterjee,2026-03-25T05:04:38.197889,True
930,374,FY2021-22,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Dev Reddy,2025-09-17T05:04:38.197900,True
931,374,FY2022-23,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aditya Das,2026-03-22T05:04:38.197909,True
932,374,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Narendra Rao,2025-06-12T05:04:38.197918,True
933,375,FY2022-23,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Kiran Choudhury,2025-03-05T05:04:38.197930,True
934,375,FY2023-24,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Tanvi Patel,2025-08-23T05:04:38.197939,True
935,375,FY2024-25,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Neha Tripathi,2024-12-24T05:04:38.197949,True
936,376,FY2023-24,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Alok Patel,2025-02-09T05:04:38.197960,True
937,376,FY2021-22,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Nikhil Das,2025-12-22T05:04:38.197970,True
938,377,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Chandan Sharma,2026-04-09T05:04:38.197981,True
939,377,FY2024-25,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Deepa Mitra,2025-06-18T05:04:38.197991,True
940,377,FY2023-24,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ramesh Singh,2024-12-05T05:04:38.198000,True
941,378,FY2021-22,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Kiran Dubey,2026-04-17T05:04:38.198011,True
942,378,FY2023-24,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Amit Verma,2025-12-24T05:04:38.198021,True
